id	name	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
TZA	Tanzania	0.82806	0.70349	0.76578	0.80242	1.0332	1.1615	1.3701	1.7581	1.6518	1.7947	1.7654	2.4615	2.1645	3.1827	2.3035	2.2816	2.786	2.0076	2.1973	2.0628	1.8737	2.1068	2.1483	2.1963	2.347	2.3379	2.2776	2.3675	2.2717	2.1616	2.2172	2.3488	2.2752	2.546	2.375	3.4963	3.3922	2.823	2.4815	2.4579	2.5709	3.0396	3.487	3.6862	4.2317	5.3601	5.879	5.7103	5.9374	5.6939	6.8406	7.807	9.2381	10.912	11.2413	12.4535	13.6047	14.2305
THA	Thailand	3.7095	4.1407	5.0268	5.5616	7.4703	7.4402	9.4654	12.1501	17.0757	14.54	15.3525	19.2211	21.8055	24.4202	24.2105	24.3715	28.7162	32.0649	34.947	36.5865	39.9562	37.8168	37.6356	42.1173	45.5557	48.2304	49.2234	56.3062	66.2029	77.7842	89.3901	98.3656	108.0767	122.8659	136.8442	158.4571	177.2644	183.0459	162.5516	174.131	179.264	192.3773	205.776	221.9164	240.2417	244.3039	248.62	249.1661	249.591	264.7503	279.4285	275.836	293.6644	296.903	313.1865	320.574	324.8341	330.8396
TGO	Togo	0.065952	0.0916	0.087936	0.10626	0.1319	0.1319	0.17954	0.19786	0.19419	0.24182	0.2748	0.3151	0.40486	0.41151	0.39027	0.31144	0.32243	0.46166	0.35541	1.3813	0.7933	0.7053	0.81661	0.62247	0.6933	0.65741	0.84583	0.92262	0.96091	1.0214	0.97267	1.0485	1.0307	1.0689	1.0049	1.1747	1.2652	0.87899	1.29	1.8504	1.3314	1.1589	1.3225	1.8047	1.7439	1.7216	1.5005	1.5168	1.5228	2.7408	2.5994	2.5076	2.2926	2.2361	2.2197	2.6403	2.7522	2.9911
188	Tonga	0.010992	0.010992	0.010992	0.010992	0.010992	0.010992	0.010992	0.014656	0.014656	0.010992	0.025648	0.01832	0.021984	0.025648	0.021984	0.032976	0.029312	0.029312	0.03664	0.040304	0.040304	0.047632	0.043968	0.047632	0.047632	0.047632	0.047632	0.05496	0.069616	0.069616	0.076944	0.095264	0.069616	0.084272	0.0916	0.095264	0.076944	0.098928	0.087936	0.10992	0.095264	0.087936	0.10259	0.11725	0.10992	0.11358	0.12824	0.11358	0.12091	0.1319	0.11725	0.10259	0.10626	0.11358	0.12091	0.13195	0.13346	0.1425
TTO	Trinidad and Tobago	2.5787	4.5979	7.2321	1.3074	3.7915	5.1911	4.0515	4.6342	4.0369	3.9012	8.9904	8.0964	8.2355	9.3898	10.042	9.6133	15.9108	16.1593	15.3119	16.7071	16.9194	17.2424	18.4052	16.2755	17.5044	20.7231	17.3548	17.4891	15.8331	16.105	16.9825	16.9683	19.1042	17.9211	17.386	16.9695	20.5301	18.3325	19.0586	22.4768	23.7661	26.2806	28.5393	31.8987	33.34	38.0602	42.5606	45.3492	44.2524	44.769	47.8123	46.807	45.3105	46.4155	46.1433	45.685	41.0236	40.6972
TUN	Tunisia	1.7241	1.7647	1.7939	1.9441	2.7535	2.4604	2.8816	3.0832	3.5923	3.8521	3.7387	4.2076	4.7314	4.8234	5.3912	5.5411	5.8414	6.7487	7.4779	8.7503	9.4653	9.8002	9.4929	11.2497	11.4885	11.8709	11.9924	11.6633	12.3768	13.1404	13.1674	15.3629	14.8918	16.3539	15.7761	15.5525	16.5808	16.7661	17.8085	18.1202	19.6703	20.5453	20.5586	20.9254	21.9266	22.2687	22.6025	23.6843	24.3334	24.3216	27.1025	25.5243	26.3064	26.8655	27.892	26.4047	26.9077	28.1341
TUR	Turkey	16.7985	17.3408	21.6045	22.6399	26.303	27.353	31.5058	33.4791	36.2655	38.7527	42.5792	47.6382	53.7219	59.31	60.9287	65.4194	73.3595	81.1208	76.714	75.038	75.2124	79.1862	86.2103	89.8124	94.9062	105.6626	115.6182	128.4426	124.728	137.5705	146.5072	153.538	159.0658	167.3019	163.7832	178.3103	195.7507	208.023	208.0423	203.949	226.0298	209.5291	217.6529	232.963	241.9092	260.898	281.5417	312.8625	310.3967	316.771	319.5284	344.7455	354.1348	346.781	357.56	380.8581	402.8208	447.8972
TKM	Turkmenistan	14.1373	14.5791	15.3011	16.4095	17.4514	18.5124	19.5498	20.442	21.0163	21.8871	23.0209	24.4382	25.7213	26.8172	27.8486	29.2836	30.4017	31.4267	32.4965	32.7567	34.0376	33.387	34.0142	34.4944	34.798	37.527	37.6191	39.1978	40.2678	39.4131	36.941	35.6185	32.9004	28.1917	33.4425	33.9322	30.6037	30.5559	32.025	37.605	37.4656	37.9998	39.8896	44.5201	46.4471	48.2316	49.3721	55.8901	56.6657	50.1707	57.1089	62.1823	64.5329	66.3741	68.0285	75.379	76.5633	72.7025
UGA	Uganda	0.42106	0.40644	0.42845	0.43214	0.49068	0.62601	0.73232	0.80918	0.98133	1.1754	1.4428	1.4391	1.3806	1.1792	1.1938	1.1318	0.98843	0.80485	0.69814	0.67282	0.62631	0.52734	0.5453	0.61448	0.58138	0.6179	0.70253	0.76892	0.86358	0.80121	0.75587	0.77588	0.78318	0.77582	0.70383	0.92996	1.036	1.0801	1.2341	1.2794	1.3944	1.4681	1.5079	1.5474	1.6806	2.1046	2.4686	2.8153	3.0523	3.2467	3.7652	4.0678	3.8607	4.6452	4.9877	5.3248	5.5714	5.7828
UKR	Ukraine	269.8205	278.2184	291.9614	313.0965	332.9609	353.1631	372.9109	389.902	400.83	417.4261	439.0199	465.8754	490.1622	510.8441	530.2697	557.3642	578.7824	598.4154	618.9486	624.0669	648.5996	636.1434	648.1716	657.2896	663.0675	715.1954	716.9314	747.0925	767.5397	751.2363	705.8322	632.5388	589.0622	510.2014	419.2676	389.8658	351.4099	340.2438	321.0672	292.3113	279.5378	301.3007	294.2	305.1834	306.2554	313.5337	332.7647	336.6011	325.7328	277.1699	293.5188	307.0712	303.7051	296.0741	256.5836	223.5797	235.156	212.1163
ARE	United Arab Emirates	0.010992	0.010992	0.01832	0.021984	0.01832	0.021984	0.025648	0.916	1.2421	20.5074	15.2349	21.1669	23.4349	30.6054	31.3016	31.0451	39.617	38.7513	44.7536	36.5465	36.8234	36.7669	36.7528	35.2205	46.1556	49.6525	47.0301	47.4504	48.0956	54.1861	51.7026	56.6723	57.7577	65.5654	72.6046	70.0127	40.429	41.0737	80.6825	77.5427	111.7881	100.6029	83.7456	105.6771	111.8675	114.5544	121.8838	133.337	154.1554	165.1851	158.1647	162.7049	173.9237	168.211	208.8116	227.4772	233.4265	231.7735
GBR	United Kingdom	584.02	588.6148	592.9315	603.3857	607.866	622.1116	618.0747	592.057	606.4883	628.3825	652.5774	660.3883	648.0264	659.5773	617.1839	603.2474	598.5263	604.3621	604.714	644.5133	579.036	560.555	548.241	545.4858	529.1089	559.6281	568.5548	571.6685	570.2949	581.5773	601.0676	609.0204	593.5041	579.4028	575.6574	566.8341	588.4935	562.4847	567.4862	560.5053	567.0615	575.9275	560.041	571.601	573.2038	570.001	567.6522	559.322	544.8482	494.6047	512.2143	469.8115	487.6708	477.7326	438.6912	422.6626	398.5509	384.7068
URY	Uruguay	4.3145	4.1168	4.0069	4.3148	4.5527	5.5163	5.3988	4.8788	4.8784	5.5894	5.7358	5.8019	6.0694	5.7687	5.677	5.9624	5.8871	5.6396	5.7293	6.2624	5.8185	5.356	4.8538	3.8035	3.4382	3.2838	3.1649	3.5425	4.786	4.8526	3.9671	4.5275	5.1429	4.4392	4.0299	4.5585	5.4044	5.5131	5.6401	6.681	5.2672	5.0306	4.5577	4.5278	5.5638	5.7258	6.5961	5.9465	8.2007	7.9473	6.2967	7.6538	8.5931	7.4898	6.6561	6.6511	6.7644	6.8403
UZB	Uzbekistan	47.8515	49.3462	51.7895	55.5408	59.0674	62.6578	66.1684	69.1881	71.1314	74.0789	77.9161	82.6726	86.971	90.6301	94.0649	98.8572	102.597	106.0188	109.6001	110.4545	114.7442	112.5003	114.6055	116.1777	117.1616	126.3618	126.6134	131.9068	135.4778	132.5396	124.1543	119.8753	111.2702	115.8664	108.2841	103.2023	105.8721	107.0033	118.946	122.2045	121.4556	123.0407	127.9434	126.438	125.7191	116.8949	119.6984	119.4173	123.3356	106.5339	103.5815	113.0454	115.1219	102.6549	104.4808	110.6693	97.9253	98.9989
VUT	Vanuatu		NaN	0.040304	0.032976	0.062288	0.047632	0.076944	0.084272	0.062288	0.043968	0.040304	0.058624	0.062288	0.05496	0.062288	0.05496	0.043968	0.051296	0.058624	0.062288	0.062288	0.051296	0.051296	0.05496	0.05496	0.12091	0.058624	0.047632	0.065952	0.062288	0.065952	0.065952	0.062288	0.062288	0.062288	0.065952	0.084272	0.084272	0.080608	0.084272	0.084272	0.087936	0.084272	0.084272	0.058624	0.058624	0.047632	0.098928	0.095264	0.12091	0.12091	0.1319	0.11358	0.10626	0.15389	0.16793	0.16986	0.18136
VEN	Venezuela	57.0168	51.8798	54.0561	56.1517	56.55	60.7296	56.974	65.7524	65.5721	68.9332	74.4894	62.5002	62.5141	66.4329	75.0576	63.7504	57.2734	63.6501	68.5914	76.4474	90.6406	91.7916	93.201	92.9079	93.0029	101.0265	109.2398	110.6611	115.7518	108.5711	121.822	115.0525	105.5781	123.9679	129.5308	132.8747	122.3396	133.4835	166.8022	172.5625	151.871	171.9742	192.7464	191.4567	151.268	164.538	168.5432	159.9889	178.2128	178.8451	188.1793	175.8558	197.7298	182.8689	184.2366	176.8973	166.0964	159.5676
VNM	Vietnam	7.4839	7.9783	9.3377	9.1104	11.7878	13.1499	19.1811	22.9622	23.6009	27.0556	28.173	24.5054	23.0372	25.0733	19.0646	21.7797	13.9049	15.251	15.389	16.2484	16.7857	17.6907	18.3319	19.2553	17.4744	21.0685	20.5453	23.2482	23.0087	17.326	21.1632	21.1604	21.0929	22.6007	25.7731	28.5235	34.0229	44.3093	46.5547	46.658	52.3321	59.5292	68.6613	76.2769	87.8002	94.8591	99.134	100.5772	113.2408	122.8365	136.1131	145.0478	135.3753	140.4389	159.7124	184.5019	197.8016	198.8265
YEM	Yemen	3.631	2.6637	3.8838	2.9165	3.631	3.9278	3.4625	3.0521	11.6369	4.6753	2.5098	1.9712	1.4949	2.7296	2.2458	2.1689	2.5643	2.978	3.1021	3.2185	3.3135	4.2254	5.9336	6.2856	7.097	8.5734	8.192	8.6267	9.5502	9.9351	9.5214	9.1286	9.8742	8.626	8.9826	10.3522	10.5269	13.2213	12.0635	13.7247	14.4742	16.0167	15.5535	17.0825	18.6462	19.7948	21.0851	20.719	22.025	24.2476	23.1519	19.513	18.2383	24.9804	22.2626	20.3846	19.1354	18.9658
ZMB	Zambia	4.3552	3.709	3.5827	3.4445	3.275	3.9123	3.4982	4.7876	4.5676	4.2709	3.7659	3.7867	4.0614	4.5857	4.1972	4.0762	4.0194	3.7349	3.4709	3.5965	3.5233	3.358	3.5108	3.2608	2.8044	2.7327	2.8656	2.6737	3.1091	2.57	2.4058	2.3821	2.4241	2.4672	2.393	2.141	1.837	2.3537	2.2792	1.7782	1.7851	1.8849	1.9601	2.0756	2.1043	2.2421	2.2317	1.8676	2.1056	2.4063	2.5626	2.7926	3.4807	3.7561	4.2557	4.4014	4.5751	4.7461
ZWE	Zimbabwe	5.9432	5.0613	4.889	4.7004	4.4691	5.2092	6.0409	5.2945	6.3777	6.7439	8.1541	8.7327	8.2158	9.2709	9.047	8.3109	10.8549	9.2844	9.2797	9.4317	9.614	9.4054	8.7799	10.4251	9.8797	10.2137	13.068	15.1701	16.0295	16.1137	15.5693	15.8653	16.9174	16.2591	17.6845	15.0294	14.8906	14.2942	14.1396	15.7277	13.8182	12.5092	11.897	10.6083	9.4285	10.6996	10.3649	9.834	7.7189	5.5195	7.681	9.4399	7.6146	11.5362	11.8663	10.9076	9.9326	10.3977

RUS	Russia	889.983	917.8258	963.3179	1033.1063	1098.7224	1165.5583	1230.9175	1287.1255	1323.3053	1378.1502	1449.5706	1538.2421	1618.4149	1686.7543	1750.9716	1840.5008	1911.3261	1976.2968	2044.1249	2061.0096	2142.0907	2101.2213	2140.7791	2171.0891	2190.2891	2362.1321	2368.15	2467.7245	2535.2876	2481.7172	2571.2107	2437.0381	1993.2176	1890.935	1669.6371	1640.2632	1606.949	1502.1374	1484.8522	1512.9847	1499.6162	1538.2444	1528.9617	1562.4724	1570.8642	1588.6629	1648.6587	1647.7289	1679.7944	1572.439	1657.5607	1712.4248	1726.0995	1665.9886	1667.1107	1671.8951	1668.0699	1692.7948
USA	United States	2887.8204	2877.3698	2984.0017	3116.0224	3252.7552	3388.1927	3559.1792	3693.2982	3828.3061	4021.5026	4325.5008	4351.3087	4558.4526	4762.4522	4592.9583	4400.795	4607.1682	4735.3663	4882.964	4894.0429	4716.7164	4530.3698	4301.9707	4335.9166	4468.262	4484.3382	4487.8558	4680.8341	4885.5905	4948.0212	5121.2645	5070.8394	5174.0591	5284.6879	5377.9871	5439.2133	5626.1867	5703.8907	5752.3242	5832.2502	6000.6061	5902.455	5943.6513	5991.3196	6106.6207	6132.0057	6052.2363	6130.9836	5932.7753	5495.395	5701.0758	5570.7066	5366.7303	5519.6126	5568.7593	5420.8041	5310.8614	5269.5295
SDS	South Sudan	0.11328	1.2456	0.11542	1.2692	0.12366	1.3598	0.13984	1.5378	0.1548	1.7025	0.20213	2.2231	0.22015	2.4212	0.26533	2.9181	0.25862	2.8442	0.34839	3.8316	0.40426	4.4463	0.41495	4.5637	0.44792	4.9265	0.45189	4.97	0.47327	5.2047	0.35297	3.8818	0.31266	3.438	0.31694	3.4841	0.2864	3.1465	0.29739	3.2665	0.31205	3.4267	0.3032	3.3296	0.31877	3.4985	0.32549	3.5707	0.2919	3.2013	0.33923	3.72	0.35388	3.8831	0.27907	3.0609	0.40365	4.4295	0.31297	3.4305	0.43479	4.7679	0.40731	4.4655	0.36457	3.988	0.25159	2.7451	0.34533	3.784	0.35785	3.9009	0.36915	4.0256	0.45128	4.9384	0.39113	4.284	0.42411	4.6439	0.46075	5.0544	0.53036	5.8157	0.67601	7.4161	0.75539	8.2825	0.95447	10.4682	0.91447	10.0254	1.0003	10.982	1.1761	12.9016	1.2418	13.6313	1.2958	14.1834	1.3273	14.383	1.3038	13.9939	1.33	14.2236	1.4473	15.0763	1.4949	14.9667	1.6311	16.2969	1.7619	17.4879	1.8407	18.2059
BWA	Botswana	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.021984	0.051296	0.087936	0.18686	0.59357	0.78043	0.83173	0.94165	0.98562	1.0076	1.0992	1.0296	1.0442	1.1578	1.0662	1.2384	1.3007	1.429	2.7004	2.6344	2.7773	3.195	3.0301	3.0448	2.7553	2.7993	3.3416	3.1584	3.7776	3.8472	3.9754	3.8252	3.8948	4.0927	4.133	4.2283	4.5031	3.7593	4.6536	4.1384	4.1856	5.1848	6.9868	7.103	7.0984	7.875
ERI	Eritrea	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.86072	0.92964	1.0072	0.85928	0.58581	0.6151	0.60408	0.62599	0.60027	0.72111	0.76501	0.76127	0.55593	0.57401	0.40902	0.50797	0.50799	0.57142	0.62967	0.63878	0.66275	0.71653	0.76427	0.79305
NAM	Namibia	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0552	1.1505	1.3887	1.5719	1.6195	1.7221	1.7697	1.832	1.6635	1.6415	2.0152	1.7587	1.8723	1.9602	2.3083	2.3303	2.3596	3.3232	3.0668	3.0961	2.7648	3.3641	2.6012	3.7234	3.9185	3.9988	4.0653
LSO	Lesotho	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.4729	1.5279	1.5865	1.6341	1.6744	1.7074	1.7367	1.7697	1.8027	1.8247	1.8503	1.876	1.9053	1.9309	1.9822	2.0115	2.0372	2.0738	2.1251	2.2167	2.2753	2.3303	2.4036	2.4329	2.4659	2.4847	2.4619	2.8238
KOR	South Korea	12.5401	14.4487	17.2616	21.0832	22.1952	24.9783	29.9822	35.1132	37.1971	42.4682	53.7164	58.5498	60.2773	73.0319	75.6331	81.784	93.2708	105.6916	113.4017	133.2189	134.8886	139.7775	141.9832	151.0378	164.0488	178.4848	182.6718	192.9399	222.3079	236.2482	247.4382	262.0383	282.194	321.8378	344.2638	373.9924	401.5299	427.7861	363.5483	398.3253	445.4409	448.5506	463.628	462.4073	478.6058	459.3457	465.6059	493.3532	505.7826	506.7645	565.9609	588.4351	583.632	591.5397	586.548	590.5575	595.0737	616.0967
PRK	North Korea	23.7884	26.4266	30.6874	32.8265	35.6182	44.2221	47.5999	52.392	59.269	64.0794	73.4763	107.453	89.5049	97.3253	101.6115	107.6238	110.0309	113.6652	108.2129	110.263	114.0822	114.3949	116.8921	125.1631	134.6616	144.2847	156.8353	175.6187	200.8081	213.0715	122.4	117.2266	102.9626	94.8685	86.7195	81.2598	71.6086	65.1326	58.7688	64.0994	69.166	71.665	68.6429	70.1365	71.722	74.9187	76.1729	63.4792	70.3281	69.8738	65.6872	47.2381	48.2293	35.1567	39.6544	38.4039	54.9252	58.0196
ESH	Western Sahara	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
